Usage_Date,Project_ID,Source_Region,Destination_Region,Transfer_Type,Data_Volume_GB,Network_Cost
2025-01-26 00:00:00,proj-048,australia-southeast1,australia-southeast1,Load Balancing,274.78,78.14
2025-08-29 00:00:00,proj-043,australia-southeast1,australia-southeast1,Cloud NAT,364.26,84
2025-12-19 00:00:00,proj-061,us-east4,australia-southeast1,Load Balancing,244.44,41.55
2025-01-18 00:00:00,proj-065,australia-southeast1,us-central1,Load Balancing,84.68,8.79
2025-11-23 00:00:00,proj-063,us-east4,asia-south1,Internet Egress,107.55,68.69
2025-02-06 00:00:00,proj-020,us-east4,asia-south1,Load Balancing,107.27,20.92
2026-04-14 00:00:00,proj-045,australia-southeast1,asia-south1,Internet Egress,112.93,66.87
2025-06-14 00:00:00,proj-027,AUSTRALIA-SOUTHEAST1,us-central1,Inter-region Egress,123.1,75.38
2025-07-30 00:00:00,proj-074,europe-west1,us-east4,Inter-region Egress,101.64,3.74
2025-12-01 00:00:00,proj-064,us-central1,europe-west1,Inter-region Egress,277.77,6.32
2025-09-28 00:00:00,proj-070,europe-west1,us-central1,Inter-region Egress,279.9,75.3
2025-01-15 00:00:00,proj-063,us-east4,us-east4,Internet Egress,404.47,43.38
2025-08-21 00:00:00,proj-014,australia-southeast1,us-central1,Intra-region Egress,178.52,64.77
2026-01-23 00:00:00,proj-046,asia-south1,Internet,Intra-region Egress,434.08,19.72
2025-01-29 00:00:00,proj-040,us-east4,asia-south1,Cloud NAT,285.92,46.7
2026-04-18 00:00:00,proj-029,australia-southeast1,Internet,Cloud NAT,6.99,14.74
2025-09-20 00:00:00,proj-076,us-central1,Internet,Internet Egress,203.57,85.69
2025-06-30 00:00:00,proj-071,australia-southeast1,Internet,Cloud NAT,462.48,50.37
2026-01-27 00:00:00,proj-070,europe-west1,Internet,Intra-region Egress,407.97,39.42
2025-01-30 00:00:00,proj-031,us-central1,us-central1,Internet Egress,470.6,60.36
2025-07-28 00:00:00,proj-037,australia-southeast1,Internet,Internet Egress,162.37,12.39
2025-12-30 00:00:00,proj-023,us-east4,asia-south1,Cloud NAT,356.42,79.72
2025-04-17 00:00:00,proj-050,australia-southeast1,australia-southeast1,Inter-region Egress,364.69,73.82
2025-12-16 00:00:00,proj-015,us-central1,asia-south1,Inter-region Egress,437.85,65.22
2025-08-18 00:00:00,proj-072,AUSTRALIA-SOUTHEAST1,asia-south1,Intra-region Egress,331.51,66.89
2025-03-25 00:00:00,proj-080,australia-southeast1,us-east4,Cloud NAT,334.44,47.65
2025-02-23 00:00:00,proj-071,australia-southeast1,us-east4,Load Balancing,52.19,13.96
2026-04-23 00:00:00,proj-060,europe-west1,australia-southeast1,Inter-region Egress,274.08,60.08
2025-06-04 00:00:00,proj-024,us-central1,australia-southeast1,Load Balancing,6.63,10.87
2026-01-19 00:00:00,proj-020,europe-west1,us-central1,Intra-region Egress,182.91,79.77
2025-05-01 00:00:00,proj-014,US-EAST4,asia-south1,Internet Egress,284.73,52.39
2025-10-30 00:00:00,proj-039,australia-southeast1,us-east4,Intra-region Egress,148.15,28.44
2025-08-01 00:00:00,proj-064,us-central1,asia-south1,Cloud NAT,320.75,99.91
2025-12-14 00:00:00,proj-020,asia-south1,Internet,Intra-region Egress,274.3,17.79
2026-04-07 00:00:00,proj-077,asia-south1,Internet,Inter-region Egress,190.19,5.47
2026-01-18 00:00:00,proj-028,US-CENTRAL1,us-east4,Intra-region Egress,320.33,54.79
2025-07-10 00:00:00,proj-047,europe-west1,us-central1,Internet Egress,337.79,83.2
2025-09-11 00:00:00,proj-063,us-central1,us-central1,Internet Egress,19.04,89.35
2025-01-26 00:00:00,proj-075,us-central1,Internet,Internet Egress,51.53,20.07
2025-06-16 00:00:00,proj-074,us-central1,australia-southeast1,Load Balancing,2.73,74.7
2026-01-27 00:00:00,proj-014,asia-south1,Internet,Load Balancing,226.96,82.52
2025-08-02 00:00:00,proj-044,asia-south1,asia-south1,,258.78,70.62
2025-11-17 00:00:00,proj-016,asia-south1,australia-southeast1,Inter-region Egress,78.93,57.13
2026-01-03 00:00:00,proj-040,asia-south1,asia-south1,Inter-region Egress,420.71,71.28
2025-11-12 00:00:00,proj-041,us-east4,europe-west1,Load Balancing,119.31,96.71
2026-04-08 00:00:00,proj-067,asia-south1,asia-south1,Load Balancing,287.96,95.77
2025-02-15 00:00:00,proj-078,US-CENTRAL1,Internet,Inter-region Egress,282.4,71.46
2025-12-10 00:00:00,proj-077,us-east4,asia-south1,Intra-region Egress,15.28,22.2
2025-03-10 00:00:00,proj-076,europe-west1,us-central1,Cloud NAT,462.4,16.07
2026-03-10 00:00:00,proj-009,europe-west1,Internet,Internet Egress,84.35,33.26
2025-10-30 00:00:00,proj-002,us-east4,australia-southeast1,Intra-region Egress,129.69,99.12
2025-07-10 00:00:00,proj-078,asia-south1,australia-southeast1,Intra-region Egress,176.19,20.62
2026-03-16 00:00:00,proj-064,us-east4,us-central1,Internet Egress,146.92,94.91
2025-08-19 00:00:00,proj-020,us-east4,asia-south1,Cloud NAT,53.58,61.03
2026-01-02 00:00:00,proj-059,us-central1,asia-south1,,471.72,15.42
2025-03-10 00:00:00,proj-077,us-east4,us-central1,Inter-region Egress,17.45,98.37
2026-01-02 00:00:00,proj-024,europe-west1,Internet,Cloud NAT,354.14,44.4
2026-04-11 00:00:00,proj-048,us-central1,us-east4,Inter-region Egress,120.75,47.29
2026-04-29 00:00:00,proj-068,us-central1,Internet,Load Balancing,378.84,35.91
2026-04-01 00:00:00,proj-006,australia-southeast1,asia-south1,Inter-region Egress,293.54,52.49
2025-08-16 00:00:00,proj-068,australia-southeast1,australia-southeast1,Inter-region Egress,331.11,54.13
2025-12-27 00:00:00,proj-058,australia-southeast1,australia-southeast1,Intra-region Egress,214.32,27.03
2025-03-11 00:00:00,proj-044,asia-south1,us-east4,Intra-region Egress,124.04,32.54
2025-03-21 00:00:00,proj-078,us-central1,Internet,Load Balancing,260.07,14.77
2025-06-28 00:00:00,proj-007,asia-south1,asia-south1,Internet Egress,354.95,86.08
2025-01-24 00:00:00,proj-013,europe-west1,us-central1,Load Balancing,441.22,13.46
2025-09-27 00:00:00,proj-054,asia-south1,europe-west1,Cloud NAT,16.24,55.08
2025-12-28 00:00:00,proj-043,asia-south1,us-central1,Internet Egress,431.17,78.17
2025-04-29 00:00:00,proj-050,australia-southeast1,asia-south1,Cloud NAT,291.96,94.84
2025-12-30 00:00:00,proj-014,us-central1,asia-south1,Internet Egress,453.12,6.99
2025-10-25 00:00:00,proj-030,AUSTRALIA-SOUTHEAST1,Internet,Inter-region Egress,133.54,99.45
2025-06-02 00:00:00,proj-076,australia-southeast1,Internet,Load Balancing,291.19,97.38
2025-02-16 00:00:00,proj-042,us-central1,europe-west1,Intra-region Egress,198.11,78.96
2025-09-23 00:00:00,proj-033,us-east4,australia-southeast1,Load Balancing,285.91,98.85
2026-04-02 00:00:00,proj-068,australia-southeast1,us-east4,Cloud NAT,126.98,1.54
2025-05-13 00:00:00,proj-028,us-east4,us-central1,Inter-region Egress,297.66,55.22
2025-05-06 00:00:00,proj-014,us-central1,Internet,Internet Egress,422.26,18.48
2025-11-08 00:00:00,proj-048,australia-southeast1,Internet,Inter-region Egress,206.08,17.84
2026-02-12 00:00:00,proj-020,us-east4,asia-south1,Internet Egress,371.33,95.59
2026-04-17 00:00:00,proj-052,europe-west1,australia-southeast1,Intra-region Egress,178.17,90.99
2026-03-03 00:00:00,proj-036,us-central1,australia-southeast1,Inter-region Egress,280.07,92.82
2025-10-31 00:00:00,proj-019,australia-southeast1,australia-southeast1,Internet Egress,33.65,82.93
2025-10-03 00:00:00,proj-060,europe-west1,australia-southeast1,Inter-region Egress,258.54,28.62
2025-06-06 00:00:00,proj-028,australia-southeast1,us-central1,Cloud NAT,161.72,40.7
2025-08-04 00:00:00,proj-033,europe-west1,asia-south1,Cloud NAT,215.28,34.34
2025-06-06 00:00:00,proj-075,us-central1,asia-south1,Inter-region Egress,325.84,73.16
2025-05-23 00:00:00,proj-047,us-central1,asia-south1,Inter-region Egress,457.69,88.66
2026-02-10 00:00:00,proj-022,us-central1,asia-south1,Internet Egress,246.13,41.85
2025-02-11 00:00:00,proj-076,europe-west1,us-central1,Cloud NAT,153.39,4.61
2025-09-03 00:00:00,proj-029,europe-west1,australia-southeast1,Intra-region Egress,217.7,36.93
2025-10-14 00:00:00,proj-045,asia-south1,australia-southeast1,Internet Egress,370.69,8.28
2025-04-20 00:00:00,proj-071,asia-south1,europe-west1,Load Balancing,132.67,6.18
2026-04-20 00:00:00,proj-036,asia-south1,Internet,Intra-region Egress,108.7,96
2026-04-20 00:00:00,proj-006,europe-west1,us-east4,Cloud NAT,266.66,67.18
2026-05-02 00:00:00,proj-080,europe-west1,us-central1,Internet Egress,490.21,94.36
2025-07-24 00:00:00,proj-076,australia-southeast1,europe-west1,Internet Egress,73.82,7.57
2025-12-07 00:00:00,proj-057,australia-southeast1,australia-southeast1,Intra-region Egress,93.77,81.87
2025-07-13 00:00:00,proj-024,asia-south1,us-central1,Internet Egress,305.22,24.91
2025-04-19 00:00:00,proj-017,us-central1,Internet,Internet Egress,372.11,96.89
2025-10-17 00:00:00,proj-025,EUROPE-WEST1,australia-southeast1,Load Balancing,199.81,36.78
2025-10-11 00:00:00,proj-023,europe-west1,europe-west1,Internet Egress,343.11,43.56
2026-02-16 00:00:00,proj-078,us-central1,Internet,Intra-region Egress,456.42,49.14
2025-05-23 00:00:00,proj-039,australia-southeast1,us-central1,Load Balancing,87.6,49.19
2025-10-25 00:00:00,proj-001,us-central1,Internet,Inter-region Egress,212.11,77.17
2025-07-23 00:00:00,proj-051,us-central1,australia-southeast1,Internet Egress,6.03,56.16
2025-04-01 00:00:00,proj-025,asia-south1,asia-south1,Intra-region Egress,205.86,70.41
2025-05-19 00:00:00,proj-036,asia-south1,us-east4,Inter-region Egress,427.09,89.79
2025-10-14 00:00:00,proj-038,europe-west1,Internet,Cloud NAT,445.18,87.36
2025-08-16 00:00:00,proj-056,australia-southeast1,us-east4,Cloud NAT,280.85,44.31
2025-11-29 00:00:00,proj-026,australia-southeast1,Internet,Load Balancing,474.34,6.01
2026-03-11 00:00:00,proj-014,europe-west1,asia-south1,Cloud NAT,431.15,84.73
2025-05-22 00:00:00,proj-062,us-east4,asia-south1,Inter-region Egress,40.3,37.97
2026-03-30 00:00:00,proj-067,asia-south1,us-central1,Intra-region Egress,195.25,69.02
2026-03-31 00:00:00,proj-042,us-east4,australia-southeast1,Cloud NAT,298.4,81.29
2025-01-20 00:00:00,proj-037,us-central1,Internet,Load Balancing,69.77,40.54
2025-05-29 00:00:00,proj-048,europe-west1,europe-west1,Intra-region Egress,496.09,8.98
2025-01-14 00:00:00,proj-040,europe-west1,asia-south1,Load Balancing,490.92,48.64
2026-02-23 00:00:00,proj-034,europe-west1,Internet,Inter-region Egress,372.32,19.82
2026-01-05 00:00:00,proj-011,us-central1,europe-west1,Cloud NAT,393.39,28.85
2026-03-23 00:00:00,proj-039,us-east4,europe-west1,Load Balancing,359.18,13
2025-03-28 00:00:00,proj-039,us-central1,europe-west1,Cloud NAT,333.91,7.24
2026-02-03 00:00:00,proj-007,us-east4,us-east4,Intra-region Egress,369.73,3.9
2025-01-23 00:00:00,proj-061,us-central1,us-east4,Intra-region Egress,272.83,41.87
2026-03-15 00:00:00,proj-075,australia-southeast1,europe-west1,Internet Egress,403.23,92.22
2025-04-17 00:00:00,proj-061,europe-west1,us-central1,Cloud NAT,127.6,2.57
2025-08-29 00:00:00,proj-056,us-central1,us-central1,Cloud NAT,403.7,66.59
2025-09-28 00:00:00,proj-073,europe-west1,australia-southeast1,Cloud NAT,142.19,89.73
2026-05-08 00:00:00,proj-012,australia-southeast1,us-central1,Intra-region Egress,140.6,21.92
2025-10-09 00:00:00,proj-046,us-central1,asia-south1,Cloud NAT,437.65,11.2
2025-01-22 00:00:00,proj-038,europe-west1,us-east4,Intra-region Egress,202.45,38.1
2025-04-29 00:00:00,proj-048,australia-southeast1,us-central1,Inter-region Egress,456.19,3.03
2025-06-11 00:00:00,proj-053,australia-southeast1,asia-south1,Internet Egress,87.99,0.19
2025-05-03 00:00:00,proj-011,asia-south1,Internet,Internet Egress,335.18,10.03
2026-02-07 00:00:00,proj-022,asia-south1,australia-southeast1,Inter-region Egress,419.27,11.09
2025-01-22 00:00:00,proj-011,us-central1,australia-southeast1,Internet Egress,174.64,13.28
2025-08-26 00:00:00,proj-079,us-east4,us-central1,Inter-region Egress,5.37,70.74
2026-03-13 00:00:00,proj-059,us-central1,us-east4,Inter-region Egress,250.03,32.1
2026-04-24 00:00:00,proj-030,us-central1,australia-southeast1,Internet Egress,455.6,79.44
2025-01-12 00:00:00,proj-009,us-east4,australia-southeast1,Inter-region Egress,57.41,78.03
2026-04-14 00:00:00,proj-029,europe-west1,europe-west1,Inter-region Egress,104.66,77.09
2025-01-07 00:00:00,proj-072,us-east4,europe-west1,Inter-region Egress,218.47,45.9
2025-03-30 00:00:00,proj-002,us-east4,Internet,Internet Egress,388.99,31.79
2025-07-31 00:00:00,proj-066,europe-west1,us-east4,Inter-region Egress,310.43,22.35
2025-05-06 00:00:00,proj-036,us-central1,Internet,Internet Egress,340.06,12.92
2025-09-02 00:00:00,proj-057,australia-southeast1,us-east4,Intra-region Egress,270.19,59.15
2025-04-12 00:00:00,proj-068,asia-south1,Internet,Cloud NAT,421.4,47.91
2025-01-29 00:00:00,proj-070,europe-west1,europe-west1,Load Balancing,99.44,81.73
2025-12-31 00:00:00,proj-075,europe-west1,asia-south1,Internet Egress,181.57,45.21
2026-04-01 00:00:00,proj-051,us-east4,europe-west1,Internet Egress,422.84,1.23
2025-07-01 00:00:00,proj-077,us-east4,australia-southeast1,Inter-region Egress,151.3,39.54
2025-12-27 00:00:00,proj-062,europe-west1,asia-south1,Intra-region Egress,292.75,0.22
2026-02-16 00:00:00,proj-027,europe-west1,australia-southeast1,Intra-region Egress,464.84,94.18
2025-01-12 00:00:00,proj-004,us-central1,us-central1,Inter-region Egress,193.7,93.14
2025-05-30 00:00:00,proj-044,asia-south1,us-east4,Intra-region Egress,410.37,90.22
2025-10-06 00:00:00,proj-021,asia-south1,us-east4,Load Balancing,297.43,44.97
2025-10-23 00:00:00,proj-036,asia-south1,australia-southeast1,Cloud NAT,5.82,66.65
2025-03-09 00:00:00,proj-040,us-east4,europe-west1,Inter-region Egress,309.11,26.6
2025-04-13 00:00:00,proj-022,us-central1,us-central1,Load Balancing,198.64,61.5
2026-04-14 00:00:00,proj-027,us-east4,Internet,Intra-region Egress,3.4,90.67
2025-04-30 00:00:00,proj-058,europe-west1,asia-south1,Cloud NAT,301.31,21.21
2025-03-17 00:00:00,proj-068,australia-southeast1,australia-southeast1,Inter-region Egress,258.33,7.15
2025-09-22 00:00:00,proj-069,asia-south1,us-central1,Inter-region Egress,452.03,99.4
2025-02-01 00:00:00,proj-050,asia-south1,asia-south1,Internet Egress,196.49,76.37
2025-01-12 00:00:00,proj-034,us-east4,australia-southeast1,Internet Egress,331.35,3.55
2025-02-22 00:00:00,proj-047,us-central1,europe-west1,Load Balancing,496.82,60.53
2025-02-26 00:00:00,proj-073,europe-west1,Internet,Inter-region Egress,424.77,65.14
2025-07-02 00:00:00,proj-009,us-central1,Internet,Load Balancing,463.44,44.87
2025-01-18 00:00:00,proj-015,europe-west1,Internet,Load Balancing,268.99,9.59
2025-10-24 00:00:00,proj-006,us-central1,us-central1,Inter-region Egress,159.31,64.81
2025-10-19 00:00:00,proj-048,us-east4,europe-west1,Internet Egress,451.5,52.19
2026-05-13 00:00:00,proj-048,australia-southeast1,asia-south1,Cloud NAT,283.81,44.65
2025-01-21 00:00:00,proj-035,australia-southeast1,Internet,Internet Egress,454.2,14.81
2025-12-15 00:00:00,proj-030,US-EAST4,Internet,Internet Egress,178.36,7.97
2025-03-11 00:00:00,proj-052,australia-southeast1,Internet,Intra-region Egress,473.51,23.17
2025-08-09 00:00:00,proj-061,australia-southeast1,europe-west1,Intra-region Egress,25.38,76.48
2025-01-06 00:00:00,proj-016,us-central1,us-east4,Load Balancing,165.55,67.64
2025-06-15 00:00:00,proj-067,us-east4,australia-southeast1,Cloud NAT,54.35,5.85
2025-09-12 00:00:00,proj-037,us-east4,us-east4,Inter-region Egress,283.42,86.28
2025-07-17 00:00:00,proj-035,asia-south1,us-central1,Inter-region Egress,376.86,29.97
2025-08-24 00:00:00,proj-059,us-east4,europe-west1,Cloud NAT,261.28,90.61
2025-10-08 00:00:00,proj-010,asia-south1,us-east4,Load Balancing,448.66,66.18
2026-03-23 00:00:00,proj-042,us-central1,australia-southeast1,Internet Egress,495.79,27.79
2025-05-27 00:00:00,proj-039,asia-south1,Internet,Load Balancing,191.6,99.82
2025-12-08 00:00:00,proj-011,asia-south1,asia-south1,Intra-region Egress,445.05,29.47
2025-09-30 00:00:00,proj-024,us-east4,asia-south1,Cloud NAT,360.45,85.18
2025-10-01 00:00:00,proj-077,us-central1,Internet,Intra-region Egress,59.37,94.05
2025-09-24 00:00:00,proj-025,us-central1,australia-southeast1,Cloud NAT,474.69,21.09
2025-11-15 00:00:00,proj-055,asia-south1,us-central1,Cloud NAT,467.89,98.91
2025-06-21 00:00:00,proj-069,australia-southeast1,europe-west1,Cloud NAT,63.35,72.31
2025-03-30 00:00:00,proj-046,ASIA-SOUTH1,us-central1,Load Balancing,268.18,83.67
2025-10-12 00:00:00,proj-032,asia-south1,europe-west1,Internet Egress,156.01,62.59
2025-08-05 00:00:00,proj-053,us-east4,asia-south1,Inter-region Egress,295.15,37.03
2025-10-26 00:00:00,proj-045,australia-southeast1,us-east4,Inter-region Egress,482.72,30.71
2025-07-26 00:00:00,proj-061,us-central1,asia-south1,Intra-region Egress,152.81,43.86
2025-10-07 00:00:00,proj-001,europe-west1,australia-southeast1,,393.21,19.2
2025-02-07 00:00:00,proj-036,EUROPE-WEST1,us-central1,Internet Egress,4.52,63.5
2025-03-26 00:00:00,proj-065,asia-south1,us-east4,Intra-region Egress,442.69,26.97
2025-12-26 00:00:00,proj-017,asia-south1,us-east4,Cloud NAT,393.25,29.72
2026-03-01 00:00:00,proj-013,asia-south1,us-central1,Load Balancing,140.05,68.27
2025-01-25 00:00:00,proj-041,australia-southeast1,europe-west1,Intra-region Egress,276.24,37.25
2026-03-13 00:00:00,proj-002,us-east4,europe-west1,Cloud NAT,66.72,47.24
2026-03-27 00:00:00,proj-075,europe-west1,Internet,Internet Egress,496.66,58.22
2026-02-06 00:00:00,proj-027,us-central1,us-central1,Cloud NAT,380.82,78.39
2025-02-15 00:00:00,proj-011,us-central1,Internet,Inter-region Egress,81.51,87.55
2026-05-04 00:00:00,proj-055,australia-southeast1,asia-south1,Internet Egress,233.1,90.38
2025-11-01 00:00:00,proj-011,europe-west1,europe-west1,Intra-region Egress,5.6,11.09
2025-02-19 00:00:00,proj-056,us-central1,asia-south1,Load Balancing,478.42,3.76
2025-01-05 00:00:00,proj-079,asia-south1,europe-west1,Intra-region Egress,241.11,72.43
2025-07-23 00:00:00,proj-033,us-central1,us-east4,Internet Egress,419.22,66.4
2025-09-08 00:00:00,proj-001,us-east4,Internet,Load Balancing,245.84,0.1
2026-01-21 00:00:00,proj-015,asia-south1,asia-south1,Inter-region Egress,451.09,89.66
2025-12-20 00:00:00,proj-068,asia-south1,us-east4,Cloud NAT,241.25,11.43
2025-12-29 00:00:00,proj-046,australia-southeast1,us-east4,Cloud NAT,10.7,45.73
2025-12-20 00:00:00,proj-005,us-central1,asia-south1,,375.1,73.19
2025-09-17 00:00:00,proj-049,europe-west1,us-east4,Inter-region Egress,58.56,98.06
2025-07-31 00:00:00,proj-055,asia-south1,Internet,Internet Egress,176.67,60.41
2025-07-02 00:00:00,proj-027,us-east4,asia-south1,Internet Egress,484.34,76.7
2026-01-01 00:00:00,proj-006,australia-southeast1,us-central1,Cloud NAT,167.3,30.89
2025-01-16 00:00:00,proj-075,australia-southeast1,Internet,Cloud NAT,372,15.04
2025-11-15 00:00:00,proj-008,europe-west1,asia-south1,Intra-region Egress,449.25,57.11
2026-04-15 00:00:00,proj-053,AUSTRALIA-SOUTHEAST1,Internet,Intra-region Egress,145.78,1.01
2026-03-01 00:00:00,proj-012,australia-southeast1,australia-southeast1,Load Balancing,488.55,70.96
2026-04-05 00:00:00,proj-011,US-CENTRAL1,asia-south1,Cloud NAT,25.8,83.43
2025-01-07 00:00:00,proj-043,europe-west1,europe-west1,Inter-region Egress,384.59,5.88
2026-02-23 00:00:00,proj-047,asia-south1,us-east4,Intra-region Egress,46.55,20.43
2025-02-16 00:00:00,proj-005,asia-south1,asia-south1,Intra-region Egress,241.92,89.25
2025-03-12 00:00:00,proj-074,us-east4,Internet,Internet Egress,392.06,11.05
2025-02-28 00:00:00,proj-019,us-east4,australia-southeast1,Inter-region Egress,226.16,2.49
2026-02-21 00:00:00,proj-015,us-east4,australia-southeast1,Inter-region Egress,319.65,0.48
2026-02-18 00:00:00,proj-018,australia-southeast1,europe-west1,Intra-region Egress,95.92,65.32
2026-02-28 00:00:00,proj-024,US-EAST4,asia-south1,Load Balancing,220,41.18
2025-02-07 00:00:00,proj-019,us-central1,us-east4,Intra-region Egress,478.73,72.71
2025-06-25 00:00:00,proj-056,asia-south1,asia-south1,Inter-region Egress,417.09,16.04
2025-08-17 00:00:00,proj-053,europe-west1,us-central1,Inter-region Egress,321.65,46.84
2025-11-13 00:00:00,proj-060,europe-west1,asia-south1,Cloud NAT,361.63,58.93
2025-09-24 00:00:00,proj-012,europe-west1,australia-southeast1,Load Balancing,190.64,35.39
2025-03-21 00:00:00,proj-066,us-east4,us-central1,Intra-region Egress,203.95,74.63
2025-11-11 00:00:00,proj-059,europe-west1,asia-south1,Cloud NAT,367.29,30.7
2026-04-23 00:00:00,proj-014,us-central1,Internet,Load Balancing,423.6,21.14
2026-02-20 00:00:00,proj-012,us-east4,europe-west1,Inter-region Egress,225.13,12.34
2025-09-16 00:00:00,proj-014,us-east4,europe-west1,Cloud NAT,101.41,9.51
2025-08-28 00:00:00,proj-061,australia-southeast1,us-east4,Cloud NAT,7.32,9.13
2025-06-06 00:00:00,proj-048,us-central1,asia-south1,Cloud NAT,499.62,9.18
2025-01-18 00:00:00,proj-072,australia-southeast1,asia-south1,Intra-region Egress,369.06,36.4
2025-09-18 00:00:00,proj-079,australia-southeast1,Internet,Load Balancing,324.2,49.35
2025-07-22 00:00:00,proj-024,asia-south1,europe-west1,Load Balancing,88.11,63.64
2026-04-25 00:00:00,proj-073,asia-south1,us-east4,Load Balancing,233.41,76.51
2025-09-28 00:00:00,proj-052,australia-southeast1,europe-west1,Internet Egress,179.75,2.24
2025-11-20 00:00:00,proj-009,us-east4,Internet,Cloud NAT,103.37,13.6
2025-09-22 00:00:00,proj-037,US-EAST4,europe-west1,Inter-region Egress,13.59,4.4
2025-10-23 00:00:00,proj-004,australia-southeast1,Internet,,497.35,30.21
2025-03-13 00:00:00,proj-071,asia-south1,us-central1,Internet Egress,295.01,93.29
2025-12-13 00:00:00,proj-037,asia-south1,australia-southeast1,Cloud NAT,88.86,99.56
2026-04-08 00:00:00,proj-028,australia-southeast1,us-east4,Cloud NAT,375.9,28.72
2026-04-27 00:00:00,proj-031,us-east4,australia-southeast1,Intra-region Egress,107.6,71.11
2025-06-05 00:00:00,proj-024,australia-southeast1,europe-west1,Inter-region Egress,367.05,32.82
2025-03-05 00:00:00,proj-065,us-east4,us-east4,Intra-region Egress,303.66,16.69
2026-03-25 00:00:00,proj-044,ASIA-SOUTH1,us-central1,Internet Egress,15.6,99.16
2026-01-10 00:00:00,proj-027,us-east4,us-central1,Intra-region Egress,142.92,75.05
2026-03-28 00:00:00,proj-012,asia-south1,asia-south1,Cloud NAT,409.59,6.56
2025-10-02 00:00:00,proj-074,EUROPE-WEST1,us-central1,Cloud NAT,236.38,1.78
2026-04-02 00:00:00,proj-058,us-central1,europe-west1,Load Balancing,212.85,42.04
2025-08-03 00:00:00,proj-003,us-east4,us-east4,Intra-region Egress,80.8,5.52
2025-07-01 00:00:00,proj-015,us-east4,asia-south1,Load Balancing,462.39,12.3
2025-09-25 00:00:00,proj-023,asia-south1,Internet,Internet Egress,126.79,4.74
2026-02-24 00:00:00,proj-005,us-east4,us-east4,Inter-region Egress,400.6,87.9
2025-05-19 00:00:00,proj-020,us-east4,australia-southeast1,Load Balancing,2.66,75.27
2025-10-09 00:00:00,proj-032,asia-south1,europe-west1,Intra-region Egress,78.33,95.42
2025-07-22 00:00:00,proj-044,asia-south1,us-central1,Cloud NAT,324.21,76.08
2025-09-02 00:00:00,proj-013,europe-west1,australia-southeast1,Inter-region Egress,243.15,42.74
2025-08-29 00:00:00,proj-059,us-east4,australia-southeast1,Internet Egress,365.7,1.75
2026-01-04 00:00:00,proj-025,europe-west1,us-east4,Cloud NAT,311.18,88.45
2025-07-18 00:00:00,proj-061,asia-south1,us-east4,Cloud NAT,69.11,32.95
2025-12-02 00:00:00,proj-013,asia-south1,asia-south1,Intra-region Egress,466.23,7.36
2025-12-04 00:00:00,proj-043,australia-southeast1,us-east4,Cloud NAT,199.7,1.6
2025-10-09 00:00:00,proj-033,australia-southeast1,asia-south1,Intra-region Egress,31.01,33.49
2025-11-24 00:00:00,proj-077,us-central1,europe-west1,Inter-region Egress,112.07,6.01
2025-10-27 00:00:00,proj-048,asia-south1,europe-west1,Intra-region Egress,223.67,53.08
2025-08-16 00:00:00,proj-055,asia-south1,asia-south1,Internet Egress,451.69,7.77
2025-06-03 00:00:00,proj-039,asia-south1,us-east4,Internet Egress,169.81,95.33
2026-03-06 00:00:00,proj-018,asia-south1,us-central1,Internet Egress,345.23,31.36
2025-11-15 00:00:00,proj-076,us-central1,asia-south1,Cloud NAT,99.06,92.87
2025-04-11 00:00:00,proj-006,europe-west1,asia-south1,Load Balancing,189.68,27.91
2025-09-25 00:00:00,proj-057,asia-south1,us-east4,Internet Egress,216.15,49.03
2025-09-19 00:00:00,proj-040,us-east4,australia-southeast1,Cloud NAT,209.91,52.81
2025-03-04 00:00:00,proj-005,europe-west1,us-central1,Internet Egress,359.85,19.44
2026-03-19 00:00:00,proj-054,australia-southeast1,australia-southeast1,Load Balancing,155.6,83.65
2025-08-28 00:00:00,proj-009,us-central1,australia-southeast1,Internet Egress,275.13,15.25
2025-08-11 00:00:00,proj-050,asia-south1,europe-west1,Intra-region Egress,391.78,78.13
2025-09-06 00:00:00,proj-068,us-central1,asia-south1,Load Balancing,445.43,4.86
2026-02-17 00:00:00,proj-013,us-east4,australia-southeast1,Internet Egress,343.45,69.67
2025-04-09 00:00:00,proj-041,us-central1,asia-south1,Intra-region Egress,32.66,64.09
2025-06-22 00:00:00,proj-046,australia-southeast1,us-east4,Load Balancing,315.99,67.13
2025-11-23 00:00:00,proj-065,europe-west1,australia-southeast1,Cloud NAT,494.18,27.78
2025-04-11 00:00:00,proj-037,asia-south1,us-central1,Inter-region Egress,59.98,47.13
2025-01-30 00:00:00,proj-037,us-central1,us-east4,Load Balancing,179.88,17.29
2025-10-13 00:00:00,proj-009,australia-southeast1,us-east4,Intra-region Egress,245.98,23.11
2025-04-17 00:00:00,proj-061,asia-south1,asia-south1,Intra-region Egress,177.44,76.75
2025-12-31 00:00:00,proj-061,australia-southeast1,asia-south1,Intra-region Egress,125.21,80.13
2025-05-22 00:00:00,proj-058,asia-south1,us-central1,Cloud NAT,85.55,47.74
2025-05-07 00:00:00,proj-060,asia-south1,australia-southeast1,Internet Egress,206.85,70.87
2025-12-06 00:00:00,proj-066,us-central1,us-east4,Internet Egress,162.22,22.08
2025-06-05 00:00:00,proj-060,us-central1,us-central1,Intra-region Egress,495.05,84.78
